area,floor,h_method,href,huxing,metro,orientation,price,renovation,square,tags,time,title,view
天通苑 天通苑东三区,中楼层/7层,整租,/zufang/42582956.html,2室2厅,近30天带看  2  次,南北,7000元/月,精装,134.53平米,"随时看,拎包入住,集中供暖",,天通苑东三区，精装双卫两居室，随时看房,
三里屯 三里屯SOHO公寓,中楼层/26层,整租,/zufang/42579523.html,1室2厅,距离地铁团结湖751米,西北,23000元/月,精装,155平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-21,三里屯SOHO精装高层一居 可做两居 诚意出租随时看,近30天带看  1  次
官园 官苑八号,低楼层/16层,整租,/zufang/42578944.html,3室2厅,距离地铁车公庄545米,南北,27300元/月,豪装,147平米,"近地铁,拎包入住,集中供暖",2019-03-09,官苑八号 梅兰芳大剧院 平安里附近精装大三居南北通透,近30天带看  4  次
甘家口 三里河路5号院,高楼层/15层,整租,/zufang/42578866.html,3室1厅,距离地铁白石桥南437米,西北,9500元/月,简装,81平米,"近地铁,随时看",2019-03-11,业主出租 长租 可看房 五矿单位分房,近30天带看  3  次
CBD 阳光100国际公寓,高楼层/29层,整租,/zufang/42578523.html,2室2厅,距离地铁大望路391米,东南,15000元/月,简装,107平米,"近地铁,随时看,拎包入住",2019-03-09,阳光100二居 居家好二居采光好 小区环境好,近30天带看  2  次
左安门 左安浦园,高楼层/18层,整租,/zufang/42578120.html,1室1厅,距离地铁方庄919米,西,6000元/月,精装,70平米,"近地铁,随时看",2019-03-10,左安浦园正规一居室出租家具家电齐全拎包入住,近30天带看  4  次
东大桥 世茂宫园,高楼层/30层,整租,/zufang/42576216.html,1室2厅,近30天带看  1  次,北,18000元/月,豪装,105平米,"近地铁,拎包入住",,三里屯 国贸 工体附近高端公寓,
望京 国风北京,中楼层/13层,整租,/zufang/42573052.html,1室2厅,距离地铁望京东985米,南北,11000元/月,精装,84平米,"近地铁,拎包入住",2019-03-15,国风北京 全南一居室 望京SOHO 阿里巴巴,近30天带看  4  次
德胜门 新风南里,顶层/6层,整租,/zufang/42572285.html,1室1厅,近30天带看  1  次,南,6500元/月,精装,48平米,"近地铁,随时看,可短租,拎包入住",,德胜门 新风南里 周边高端小区精装一居 家电齐全,
望京 望京花园西区,高楼层/26层,整租,/zufang/42571060.html,2室1厅,距离地铁东湖渠497米,南,8800元/月,精装,84平米,近地铁,2019-03-10,东湖渠站望京花园西区精装两居 视野好 周边配套成熟，看房联系,近30天带看  3  次
宣武门 和平门外东街,中楼层/5层,整租,/zufang/42570830.html,2室1厅,距离地铁和平门325米,南,6900元/月,精装,51平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-09,地铁2/4/7号线 和平门外东街精装南向两居室 领包入住,近30天带看  1  次
回龙观 矩阵小区,底层/6层,整租,/zufang/42569095.html,1室0厅,距离地铁回龙观东大街672米,北,3000元/月,简装,33平米,"近地铁,随时看",2019-03-10,8号线旁边 矩阵小区 电梯开间 随时住,近30天带看  10  次
亦庄开发区 星岛嘉园,中楼层/6层,整租,/zufang/42566226.html,4室2厅,距离地铁亦庄桥399米,南北,14000元/月,精装,248平米,"近地铁,拎包入住,集中供暖",2019-03-11,亦庄 星岛嘉园 精装4居 近地铁 可拎包入住,近30天带看  1  次
潘家园 潘家园东里,高楼层/18层,整租,/zufang/42563842.html,3室1厅,距离地铁潘家园703米,南,7500元/月,精装,85.63平米,"近地铁,拎包入住,集中供暖",2019-03-08,潘家园 潘家园东里三居室出租,近30天带看  3  次
展览路 百万庄大街甲21号院,高楼层/18层,整租,/zufang/42562807.html,3室1厅,距离地铁车公庄西516米,西南,15000元/月,精装,97平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-10,百万庄大街甲21号院 党校院内 小区环境好 看房随时,近30天带看  4  次
望京 望京路10号院,中楼层/6层,整租,/zufang/42560428.html,2室1厅,距离地铁阜通461米,南,7000元/月,精装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-07,紧邻地铁站大两居室 家电家电齐全  随时看房 拎包入住,近30天带看  1  次
阜成门 北礼士路62号院,高楼层/12层,整租,/zufang/42560104.html,2室1厅,距离地铁车公庄360米,西,7800元/月,简装,64平米,"近地铁,可短租,拎包入住,集中供暖",2019-03-08,北礼士路62号院  紧邻车公公庄地铁峨眉酒家,近30天带看  3  次
官园 冠英园,低楼层/6层,整租,/zufang/42555458.html,1室1厅,距离地铁新街口277米,南,7200元/月,简装,54.8平米,"近地铁,随时看,集中供暖",2019-03-06,冠英园新上低楼层朝南一居 业主诚心出租,近30天带看  1  次
厂洼 厂洼街1号院,高楼层/6层,整租,/zufang/42553901.html,2室1厅,距离地铁车道沟1186米,南北,7600元/月,简装,60平米,"近地铁,拎包入住,集中供暖",2019-03-07,厂洼精装两居室，业主诚租，看房联系,近30天带看  1  次
西直门 交大嘉园,中楼层/19层,整租,/zufang/42552453.html,2室1厅,距离地铁西直门1091米,东北,11000元/月,精装,88平米,"近地铁,随时看",2019-03-24,西直门交大嘉园88平两居 近交大东路长河湾钻河公馆,近30天带看  6  次
马驹桥 新海北里,中楼层/6层,整租,/zufang/42551392.html,1室1厅,近30天带看  1  次,南北,3200元/月,简装,57平米,拎包入住,,马驹桥新海北里正规一居室 米拉小镇旁 临近同济南路,
月坛 南礼士路46号院,高楼层/26层,整租,/zufang/42550867.html,1室1厅,距离地铁阜成门919米,南,11000元/月,精装,60平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-08,南礼士路46号院一室一厅一卫,近30天带看  3  次
回龙观 马连店小区,高楼层/28层,整租,/zufang/42547663.html,2室1厅,距离地铁平西府232米,南北,6800元/月,精装,90平米,"近地铁,随时看",2019-03-07,租房，马连店，两居两卫（8号线平西府）包物业取暖,近30天带看  4  次
立水桥 合立方,中楼层/23层,整租,/zufang/42546105.html,1室1厅,近30天带看  4  次,南,5500元/月,精装,60平米,"随时看,拎包入住",,立水桥新上正规一居，业主自住，看房随时,
朝阳门内 西水井胡同,中楼层/15层,整租,/zufang/42537893.html,2室1厅,距离地铁朝阳门490米,南北,8500元/月,精装,74.31平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-05,西水井精装二居 地铁沿线 设施齐全 生活便利 新楼盘,近30天带看  6  次
木樨地 西便门东里,高楼层/14层,整租,/zufang/42533848.html,2室1厅,距离地铁南礼士路840米,南北,7500元/月,精装,58.89平米,"近地铁,集中供暖",2019-03-12,新上两居 可长租 广电总局 真武庙不远 南礼士路地铁,近30天带看  0  次
亚运村 阳光新干线,中楼层/16层,整租,/zufang/42533473.html,2室2厅,近30天带看  2  次,南,12000元/月,精装,106.85平米,"近地铁,随时看",,亚运村阳光新干线精装两居室，sci出租,
四季青 曙光花园望山园,低楼层/17层,整租,/zufang/42527340.html,2室1厅,距离地铁车道沟676米,南,10000元/月,精装,108平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-02,地铁10号线 车道沟 紫竹桥 曙光花园 精装大两居随时看,近30天带看  7  次
太平桥 莲花池南里,中楼层/6层,整租,/zufang/42526762.html,2室1厅,距离地铁六里桥东162米,南北,5300元/月,精装,60平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-29,莲花池南里 六里桥东,近30天带看  3  次
牡丹园 金尚嘉园,低楼层/18层,整租,/zufang/42525820.html,3室1厅,距离地铁牡丹园432米,南北,19000元/月,精装,152平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-02,地铁10号线 高档小区 金尚嘉园  精装修大三居可长租拎包住,近30天带看  4  次
四季青 曙光花园望山园,低楼层/17层,整租,/zufang/42524849.html,1室1厅,距离地铁车道沟676米,南,7000元/月,精装,80平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-02,紫竹桥 车道沟 慈寿寺 曙光花园 精装大一居出租,近30天带看  3  次
建国门外 美华世纪,中楼层/12层,整租,/zufang/42524222.html,1室1厅,距离地铁建国门723米,南,7300元/月,精装,56平米,"近地铁,随时看,可短租,拎包入住",2019-03-05,长安街美华世纪大厦龤龤居室温馨舒适有阳台,近30天带看  6  次
安贞 胜古南里,顶层/6层,整租,/zufang/42521790.html,2室1厅,距离地铁和平西桥404米,南北,6800元/月,精装,58平米,"近地铁,拎包入住,集中供暖",2019-03-02,胜古南里精装两居室 陪你发现心中的家,近30天带看  1  次
三里屯 北三里屯社区,底层/6层,整租,/zufang/42514912.html,2室1厅,距离地铁农业展览馆731米,东西,9500元/月,豪装,59.96平米,"近地铁,随时看",2019-03-02,三里屯太古里，全实木精装婚房。拎包入住。,近30天带看  6  次
紫竹桥 中海雅园,高楼层/22层,整租,/zufang/42499392.html,5室2厅,距离地铁慈寿寺745米,南西北,30000元/月,精装,316平米,"近地铁,拎包入住,集中供暖",2019-03-23,中海雅园精装5居室，居家必备,近30天带看  2  次
马家堡 未来66,中楼层/22层,整租,/zufang/42498913.html,1室1厅,距离地铁马家堡77米,东南西北,5000元/月,简装,41平米,"近地铁,随时看",2019-02-27,马家堡 未来66 精装一居 家具家电齐全 看房方便,近30天带看  1  次
团结湖 团结湖北二条,顶层/6层,整租,/zufang/42491385.html,1室1厅,距离地铁团结湖285米,南,5300元/月,简装,40平米,"近地铁,拎包入住,集中供暖",2019-03-08,10号线团结湖地铁口佳隆瑞辰三里屯拎包入住业主直租,近30天带看  4  次
潘家园 华威北里,顶层/6层,整租,/zufang/42490671.html,1室1厅,距离地铁潘家园387米,南,5500元/月,精装,49.38平米,"近地铁,拎包入住,集中供暖",2019-02-26,华威北里新出精装一居室,近30天带看  3  次
顺义城 西辛南区,顶层/6层,整租,/zufang/42488277.html,3室1厅,近30天带看  2  次,南北,5500元/月,精装,92平米,"近地铁,集中供暖",,西辛南区，三室一厅，家电齐全，看房方便，拎包入住,
官园 官苑八号,高楼层/16层,整租,/zufang/42487793.html,1室1厅,距离地铁车公庄545米,西,12000元/月,精装,72.53平米,"近地铁,拎包入住,集中供暖",2019-02-26,官苑八号大一居靠近金融街 梅兰芳大剧院 国投国电 新时代大厦,近30天带看  1  次
科技园区 怡海花园富润园,高楼层/18层,整租,/zufang/42480471.html,1室1厅,距离地铁科怡路353米,西南,6500元/月,精装,71.93平米,"近地铁,随时看,集中供暖",2019-03-07,怡海花园富润园精装一居室出租紧邻九号线科怡路站,近30天带看  1  次
霍营 龙锦苑东五区,顶层/6层,整租,/zufang/42479412.html,3室1厅,近30天带看  1  次,南北,7300元/月,精装,125平米,"近地铁,随时看",,龙锦苑东五区 三居两卫 看房提前联系,
潘家园 松榆里,中楼层/18层,整租,/zufang/42469984.html,1室1厅,距离地铁北工大西门626米,南,5000元/月,精装,43.34平米,"近地铁,拎包入住,集中供暖",2019-02-26,北工大14号线 松榆里电梯房一居室 业主直租 南向,近30天带看  4  次
劲松 农光南路,中楼层/16层,整租,/zufang/42795399.html,1室1厅,距离地铁平乐园587米,南,5800元/月,豪装,44平米,"近地铁,可短租,拎包入住,集中供暖",2019-04-11,地铁十号线劲松农光南路一居室业主直租拎包入住,近30天带看  0  次
广安门 乐城,高楼层/24层,整租,/zufang/42783106.html,3室1厅,近30天带看  1  次,西南,10000元/月,精装,140平米,随时看,,乐城 大三居 整租 设备都配齐,
良乡 北潞冠,顶层/6层,整租,/zufang/42781922.html,1室1厅,近30天带看  0  次,南北,2300元/月,简装,77平米,随时看,,北潞园北潞冠一居家具家电齐全拎包即住,
窦店 金鑫苑,顶层/6层,整租,/zufang/42773308.html,3室1厅,近30天带看  0  次,南北,2000元/月,简装,140平米,"随时看,拎包入住,集中供暖",,金鑫苑复试大三居看房方便 2000元,
万柳 碧水云天,高楼层/17层,整租,/zufang/42771938.html,3室2厅,距离地铁火器营523米,东南,26000元/月,精装,145平米,"近地铁,随时看,集中供暖",2019-04-09,碧水云天二期 高层板楼三居三卧朝南 精装修随时起租,近30天带看  0  次
方庄 芳星园二区,中楼层/25层,整租,/zufang/500010232.html,1室1厅,距离地铁方庄298米,南,4700元/月,精装,48平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-18,方庄 精装修一居室 拎包入住,近30天带看  2  次
玉泉营 三环新城7号院,低楼层/31层,整租,/zufang/42731364.html,2室1厅,距离地铁丰台站451米,南北,6800元/月,精装,96平米,"近地铁,拎包入住",2019-04-02,整租-三环新城7号院 2居 南北通透,近30天带看  5  次
太平桥 莲花池南里,底层/6层,整租,/zufang/42729346.html,1室1厅,距离地铁六里桥东162米,南,4500元/月,简装,45平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-08,莲花池 太平桥 西客站六里桥东 湾子交通便利,近30天带看  3  次
大山子 北窑地,中楼层/6层,整租,/zufang/42723939.html,2室1厅,近30天带看  7  次,南,6300元/月,简装,60平米,拎包入住,,798北门 温馨二室 中间楼层,
东坝 金隅景和园七区,高楼层/23层,整租,/zufang/42720197.html,3室1厅,近30天带看  1  次,南北,6000元/月,简装,92平米,"拎包入住,集中供暖",,朝阳东坝驹子房路 金隅景和园整租二居室,
天竺 天竺花园,低楼层/14层,整租,/zufang/42672703.html,2室1厅,距离地铁国展1328米,南北,7600元/月,精装,138平米,"近地铁,拎包入住",2019-03-24,天竺花园138平大两居，家私全齐，拎包住,近30天带看  2  次
石佛营 八里庄北里,低楼层/6层,整租,/zufang/42667475.html,1室1厅,距离地铁十里堡604米,南北,5500元/月,简装,52平米,"近地铁,随时看,拎包入住",2019-03-27,八里庄北里 1居室 家具家电齐全 紧邻地铁,近30天带看  2  次
新华大街 永顺南里2号院,顶层/6层,整租,/zufang/42665508.html,2室1厅,距离地铁通州北苑1287米,南北,4200元/月,简装,93.59平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-16,通州北关《永顺南里2号院》二居室 邻城铁商务区 近地铁 ·,近30天带看  4  次
安贞 胜古南里,中楼层/16层,整租,/zufang/42608090.html,2室1厅,距离地铁和平西桥404米,东北,7500元/月,精装,71平米,"近地铁,集中供暖",2019-03-13,胜古南里带电梯两室一厅，装修温馨，家具家电齐全，交通便利,近30天带看  6  次
东坝 朝阳新城一区,高楼层/6层,整租,/zufang/42572307.html,2室1厅,近30天带看  1  次,南北,5800元/月,精装,96.82平米,"随时看,拎包入住",,东坝朝阳新城一区两居整租,
大山子 北窑地,高楼层/6层,整租,/zufang/42544143.html,2室1厅,近30天带看  3  次,南北,6000元/月,简装,60平米,"随时看,拎包入住,集中供暖",,798北门 温馨二居 中间楼层 采光佳,
崇文门 都市馨园,中楼层/6层,整租,/zufang/500006134.html,1室1厅,距离地铁磁器口492米,西,6500元/月,简装,52.92平米,"近地铁,随时看,拎包入住",2019-04-15,崇文门 磁器口 都市馨园大一居，邻商圈地铁站，拎包住,近30天带看  7  次
马甸 马甸月季园,低楼层/9层,整租,/zufang/42779272.html,1室1厅,距离地铁牡丹园595米,东,7000元/月,精装,46.2平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-07,装修好 牡丹园地铁北太平庄 月季园小区 业主直租随时住,近30天带看  1  次
天通苑 天通苑东二区,中楼层/7层,整租,/zufang/42761866.html,3室1厅,近30天带看  2  次,南北,7000元/月,精装,137.38平米,随时看,,天通苑东二区、三居两卫、业主直租、随时看房合租,
阎村 天恒乐活城北区,中楼层/20层,整租,/zufang/42760408.html,2室1厅,距离地铁阎村225米,南北,2800元/月,中装,89平米,"近地铁,随时看",2019-04-06,天恒乐活城 电梯2居 家具家电齐全 拎包入住,近30天带看  1  次
方庄 芳城园一区,低楼层/25层,整租,/zufang/42758636.html,2室1厅,距离地铁方庄541米,西南,5300元/月,中装,62平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-17,方庄 芳城园一区 业主急租 有钥匙看房方便,近30天带看  1  次
双井 百环家园,高楼层/28层,整租,/zufang/42776776.html,1室1厅,距离地铁双井421米,北,6400元/月,精装,59.6平米,"近地铁,随时看",2019-04-08,双井百环家园，精装一居室。,近30天带看  7  次
玉泉营 亿朋苑三区,中楼层/23层,整租,/zufang/42746883.html,2室1厅,距离地铁纪家庙372米,南,5800元/月,简装,85平米,"近地铁,随时看",2019-04-03,纪家庙 亿朋苑小区两居室 十号线 拎包入住玉泉营,近30天带看  7  次
学院路 清华东路9号院,低楼层/28层,整租,/zufang/42627360.html,2室1厅,距离地铁北沙滩611米,南北,11000元/月,精装,98平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-17,清华东路九号院精装大两居,近30天带看  3  次
八角 八角北路,顶层/6层,整租,/zufang/42752801.html,3室1厅,距离地铁八角游乐园1178米,南北,4800元/月,简装,56.95平米,"近地铁,随时看",2019-04-05,八角北路 简单装修 便宜出租,近30天带看  3  次
十里堡 十里堡北里,低楼层/6层,整租,/zufang/42751473.html,1室1厅,近30天带看  5  次,南,4700元/月,简装,50平米,"近地铁,随时看,拎包入住,集中供暖",,八里庄十里堡石佛营简单一居室4700,
苏州桥 三义庙,中楼层/6层,整租,/zufang/42747440.html,1室1厅,距离地铁人民大学825米,南,6500元/月,精装,50平米,"近地铁,拎包入住,集中供暖",2019-04-02,4/10双线 三义庙 理工 人大 西海国际,近30天带看  6  次
洋桥 政洋家园,低楼层/6层,合租,/zufang/42740684.html,2室1厅,距离地铁北京南站1018米,南,5500元/月,精装,60平米,"近地铁,随时看,集中供暖",2019-04-11,南三环洋桥政洋家园精装修两居室,近30天带看  1  次
枣园 中建国际港,高楼层/34层,整租,/zufang/42739395.html,4室1厅,近30天带看  4  次,南北,9800元/月,豪装,143平米,"近地铁,随时看,拎包入住,集中供暖",,中建国际港，精装豪华大四居，随时入住,
石佛营 炫特嘉园三期,中楼层/11层,整租,/zufang/42738617.html,1室1厅,距离地铁十里堡858米,南,6400元/月,精装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-02,十里堡6号线 石佛营 炫特嘉园精装一居,近30天带看  5  次
安贞 安贞里小区,低楼层/6层,整租,/zufang/42730536.html,2室1厅,距离地铁安华桥616米,南北,7500元/月,简装,62.77平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-31,安贞门 干净两居 随时看房 欢迎来电,近30天带看  3  次
玉泉营 三环新城6号院,低楼层/24层,整租,/zufang/42726173.html,1室1厅,距离地铁丰台站525米,南,5500元/月,简装,62平米,"近地铁,拎包入住",2019-04-06,玉泉营 三环新城6号院 精装一居室 紧邻地铁十号线丰台站,近30天带看  5  次
科技园区 怡海花园恒丰园,高楼层/22层,整租,/zufang/42722095.html,3室1厅,距离地铁科怡路550米,东南,11000元/月,精装,134.5平米,"近地铁,拎包入住,集中供暖",2019-03-30,丰台科技园科怡路 总部基地 怡海花园六期大三居,近30天带看  6  次
亚运村 亚奥观典,低楼层/25层,整租,/zufang/42718230.html,3室2厅,近30天带看  1  次,东北,13500元/月,精装,132平米,"近地铁,随时看,集中供暖",,亚奥观典大三居，办公居家皆可，慧忠里近远大中心,
酒仙桥 银河湾,中楼层/10层,整租,/zufang/42713605.html,2室1厅,距离地铁望京南523米,南北,17500元/月,精装,102平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-04,（幸福我家）银河湾豪华装修拎包入住交通便利,近30天带看  1  次
洋桥 中直机关洋桥职工住宅,低楼层/20层,整租,/zufang/42697947.html,2室1厅,距离地铁角门东175米,南北,8000元/月,精装,98平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-24,正规两居 紧邻地铁十号线,近30天带看  1  次
卢沟桥 晓月新苑,高楼层/21层,整租,/zufang/42694205.html,2室1厅,近30天带看  3  次,西南,5000元/月,简装,105平米,"拎包入住,集中供暖",,晓月苑五里，大两居出租，交通方便,
建国门 大羊宜宾胡同31号院,中楼层/6层,整租,/zufang/42685889.html,2室1厅,距离地铁建国门650米,南北,8300元/月,精装,60平米,"近地铁,随时看",2019-03-24,1北京站 东单 建國门 金宝街 大羊宜宾31号院精装两居室,近30天带看  3  次
十里堡 十里堡北里,高楼层/21层,整租,/zufang/42654517.html,2室1厅,近30天带看  2  次,东,6200元/月,简装,61平米,"近地铁,拎包入住,集中供暖",,十里堡地铁旁十里堡北里电梯房2居室出租,
惠新西街 小关北里,顶层/7层,整租,/zufang/42650991.html,2室1厅,距离地铁惠新西街南口487米,南北,7200元/月,简装,65平米,"近地铁,拎包入住,集中供暖",2019-03-21,安贞门 惠新西街南口 小关北里 业主直租两居,近30天带看  5  次
苏州桥 三义庙,底层/6层,整租,/zufang/42650144.html,2室1厅,距离地铁人民大学825米,南西北,7800元/月,简装,60平米,"近地铁,随时看,拎包入住",2019-03-21,苏州桥 三义庙 新上低楼层两居室 看房联系,近30天带看  4  次
顺义城 裕龙花园三区,中楼层/18层,整租,/zufang/42644962.html,2室1厅,距离地铁顺义1367米,南,3500元/月,精装,68平米,近地铁,2019-03-27,裕龙花园三区 精装修两居室 朝南户型 看房方便,近30天带看  1  次
惠新西街 小关东里8号院,中楼层/5层,整租,/zufang/42627008.html,2室1厅,距离地铁惠新西街南口364米,南,7000元/月,精装,58平米,"近地铁,随时看",2019-03-29,小关东里8号院 精装两居室 业主自住装修 随时看房,近30天带看  3  次
大兴其它 佟馨家园,低楼层/18层,整租,/zufang/42622659.html,2室1厅,距离地铁黄村火车站1316米,南北,4000元/月,精装,80平米,"近地铁,拎包入住,集中供暖",2019-04-03,四号线义和庄 精装两居低楼层 停车方便 居住轻松舒适,近30天带看  1  次
顺义城 裕龙花园三区,低楼层/18层,整租,/zufang/42617716.html,2室1厅,距离地铁顺义1367米,南,3900元/月,精装,70平米,"近地铁,随时看",2019-03-15,裕龙花园三区 精装修 看房随时 好房子 电梯房,近30天带看  1  次
望京 望京新城,低楼层/30层,整租,/zufang/42616406.html,2室1厅,距离地铁望京555米,东南,9000元/月,精装,95平米,"近地铁,拎包入住,集中供暖",2019-03-28,望京新城新出两居室 随时入住,近30天带看  4  次
朝阳门 芳草地西街,底层/13层,整租,/zufang/42612868.html,2室1厅,距离地铁东大桥515米,西北,9000元/月,精装,90平米,"近地铁,拎包入住,集中供暖",2019-03-18,东大桥地铁6号线 世贸天阶 芳草地两居业主直租,近30天带看  4  次
酒仙桥 丽都宿舍,低楼层/22层,整租,/zufang/42610257.html,2室1厅,距离地铁将台804米,南,6200元/月,精装,71平米,"近地铁,拎包入住,集中供暖",2019-03-14,酒仙桥将台地铁紧邻丽都商圈颐堤港芳园里丽都宿舍精装两居,近30天带看  1  次
清河 永泰园新地标,高楼层/30层,整租,/zufang/42609788.html,2室2厅,距离地铁永泰庄652米,西,7800元/月,精装,109平米,"近地铁,随时看,拎包入住",2019-03-21,清河 新地标 临近地铁 周边配套齐全 看房随时,近30天带看  1  次
朝青 华纺易城,中楼层/18层,整租,/zufang/42575793.html,3室2厅,距离地铁青年路854米,南北,15000元/月,精装,138平米,"近地铁,随时看,拎包入住",2019-03-09,华纺易城精装三居出租朝青，大悦城附近，六号线,近30天带看  4  次
宋家庄 横一条,底层/6层,整租,/zufang/42794492.html,2室1厅,距离地铁宋家庄481米,南,5800元/月,简装,52平米,"近地铁,拎包入住,集中供暖",2019-04-21,三环边横一条小区两居室出租,近30天带看  1  次
酒仙桥 晶都国际,中楼层/20层,整租,/zufang/42792936.html,2室2厅,距离地铁将台538米,南,9700元/月,精装,106.01平米,"近地铁,可短租,拎包入住,集中供暖",2019-04-11,望京 酒仙桥 晶都国际 正规2居室出租,近30天带看  1  次
新发地 银地家园,中楼层/17层,整租,/zufang/42784246.html,1室0厅,近30天带看  5  次,西,4000元/月,精装,41平米,随时看,,南四环花乡新发地银地家园精装开间初祖,
CBD 光辉里,高楼层/6层,整租,/zufang/42792427.html,2室1厅,距离地铁大望路122米,南北,7200元/月,精装,56平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-10,大望路地铁口，光辉里新上业主直租精装两居室,近30天带看  0  次
卢沟桥 晓月新城,低楼层/24层,整租,/zufang/42768909.html,1室1厅,近30天带看  0  次,东南,3300元/月,简装,55平米,随时看,,晓月苑四里精装一居出租 户型方正 采光好 随时入住,
亚运村小营 保利香槟花园,中楼层/19层,整租,/zufang/42751938.html,1室2厅,距离地铁关庄752米,南,8000元/月,精装,70平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-05,亚运村小营 保利香槟花园 南向精装一改二 拎包入住,近30天带看  2  次
酒仙桥 晶都国际,高楼层/20层,整租,/zufang/42744501.html,3室1厅,距离地铁将台538米,南,12000元/月,精装,122.84平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-04,望京 酒仙桥 晶都国际 全南3居室,近30天带看  5  次
车公庄 车公庄大街1号院,顶层/5层,整租,/zufang/42719925.html,2室1厅,距离地铁车公庄271米,南,7600元/月,简装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-29,车公庄大街1号院温馨两居可以面谈,近30天带看  5  次
十里堡 十里堡东里,顶层/5层,整租,/zufang/42717610.html,2室1厅,距离地铁十里堡767米,南,6500元/月,精装,60平米,"近地铁,拎包入住,集中供暖",2019-03-31,十里堡东里业主直租两居室!,近30天带看  5  次
安贞 安华西里二区,顶层/6层,整租,/zufang/42652645.html,2室1厅,距离地铁安华桥474米,南北,6600元/月,精装,64平米,"近地铁,随时看,可短租,拎包入住",2019-03-20,安华西里二区拎包入住 环境好,近30天带看  2  次
德胜门 德隆家园9号院,低楼层/19层,整租,/zufang/42651452.html,2室1厅,距离地铁积水潭927米,东南,8200元/月,精装,72.8平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-19,德隆家园 两居室出租 看房方便 业主出租 有电梯,近30天带看  3  次
劲松 农光里小区,底层/6层,整租,/zufang/42637033.html,2室1厅,距离地铁劲松335米,南,6800元/月,精装,60平米,"近地铁,拎包入住,集中供暖",2019-03-18,农光里小区  精装两居室,近30天带看  3  次
天通苑 天通苑西一区,低楼层/13层,整租,/zufang/42622618.html,2室1厅,距离地铁天通苑南378米,南北,8000元/月,精装,132平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-16,天通苑西一区精装修两居室,近30天带看  2  次
天通苑 天通苑北二区,中楼层/13层,整租,/zufang/42590913.html,3室2厅,距离地铁天通苑1047米,南北,8500元/月,精装,136.06平米,"近地铁,随时看",2019-03-11,天通苑北二区精装3居拎包入住,近30天带看  2  次
朝阳门内 禄米仓胡同,低楼层/6层,整租,/zufang/42568122.html,2室1厅,距离地铁灯市口909米,南北,7600元/月,精装,60平米,"近地铁,集中供暖",2019-03-11,金宝街 东单 朝阳门 禄米仓胡同低楼层两居 精装修,近30天带看  8  次
草桥 恋日嘉园二期,中楼层/18层,整租,/zufang/500014972.html,4室2厅,距离地铁草桥268米,南北,16000元/月,精装,189.85平米,"近地铁,随时看,集中供暖",2019-04-22,草桥地铁 四居出租，京客隆 生活广场边,近30天带看  0  次
广安门 车站西街17号院,低楼层/6层,整租,/zufang/500013170.html,2室1厅,近30天带看  0  次,南,4800元/月,精装,60平米,"拎包入住,集中供暖",,车站西街 乐城嘉莲苑 红莲南路 新年华 业主直租看房方便,
北苑 润泽庄园,底层/1层,整租,/zufang/500012722.html,4室3厅,距离地铁北苑1463米,南北,28000元/月,精装,295平米,"近地铁,随时看,拎包入住",2019-04-18,润泽庄园联排别墅 随时入住家电齐全可长签价格优惠,近30天带看  0  次
东直门外 新源西里东街,中楼层/5层,整租,/zufang/500012267.html,1室1厅,距离地铁亮马桥1095米,南,6000元/月,简装,37平米,"近地铁,随时看",2019-04-17,新源西里东街一居室 渔阳饭店 京城大厦 琨莎中心对面,近30天带看  0  次
惠新西街 胜古北里,低楼层/6层,整租,/zufang/500008895.html,1室1厅,距离地铁惠新西街南口232米,南北,6600元/月,简装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-19,北三环，胜古北里，南北通透带客厅大一居，小区管理好,近30天带看  1  次
劲松 农光里小区,中楼层/28层,整租,/zufang/500005928.html,2室1厅,距离地铁劲松335米,东南,6500元/月,精装,68平米,"近地铁,拎包入住",2019-04-13,劲松双井平乐园附近劲松地铁口两居,近30天带看  8  次
